Symbol,Total Cash,Debt Growth (QoQ),Net Cash,Total Debt,Net Cash Growth,Debt Growth (3Y),Debt Growth (YoY),Debt Growth (5Y),Cash / M.Cap,ROE,ROCE,ROIC (5Y),ROA,ROE (5Y),Rev / Employee,ROIC,ROA (5Y),Prof / Employee,Asset Turnover,F-Score,Inv. Turnover,Z-Score,Stock Price,Volume,RSI,RSI (W),RSI (M),EPS,PE Ratio,PB Ratio,PEG Ratio,EV/Earnings,EV/FCF,FCF Yield,PS Ratio,P/FCF,Est. EPS,Est. Rev. Growth,Div. Yield,Div. Growth,Div. ($),Years,Last Div.,Div. CAGR 5Y,Rev Gr. Next Q,Rev Gr. Next 5Y,Rev Gr. This Y,Rev Gr. Next Y,Rev Gr. This Q,Revenue,Est. EPS Growth,Assets,Market Cap,Forward PE,Forward PS,P/OCF,Fwd EV/S,Earnings Yield
LYG,83190933840.0,0.0,-63695028047.0,146885961886.0,0.0,-0.025,-0.0553,0.3037,-1.1169,0.084,0.0,0.0378,0.004,0.078,699864.0,0.0276,0.0042,80090.0,0.04,1.0,0.0,0.0,3.76,34211617,51.12,61.94,67.49,0.31,12.23,0.94,2.3,24.62,0.0,-0.198,1.33,0.0,0.08,0.1392,0.0421,0.1229,0.16,3.0,0.1,0.37450000000000006,0.1332,0.0554,0.0933,0.078,0.1051,42851250000.0,-0.11109999999999999,1202917951358.0,57029261699.0,10.58,5.74,0.0,12.16,0.086
AEM,1138312000.0,-0.0011,-142424000.0,1280736000.0,0.0,-0.09210000000000002,-0.35700000000000004,-0.1461,-0.0025,0.114,0.124,0.0646,0.079,0.0848,554125.0,0.1082,0.054000000000000006,146732.0,0.3,8.0,2.2,4.68,112.56,4660130,48.79,66.59,73.07,4.7,23.95,2.62,28.15,24.09,24.49,0.0409,6.36,24.42,1.28,0.3115,0.014199999999999999,0.0,1.6,0.0,0.4,0.17980000000000002,0.1707,-0.0125,0.1813,0.0040999999999999995,0.32909999999999995,8924178000.0,0.6842,30594104000.0,56792299566.0,21.89,5.58,13.45,5.6,0.0416
COR,3224260000.0,0.857,-4924287000.0,8148547000.0,0.0,0.0684,0.7051999999999999,0.1435,-0.0873,1.939,0.1356,-0.0816,0.021,1.0852,6591148.0,0.18780000000000002,0.006,30353.0,4.55,4.0,14.97,5.02,290.5,1104479,65.01,75.26,71.78,7.05,41.25,248.88,1.12,43.92,0.0,-0.0113,0.19,0.0,4.09,0.1023,0.0076,0.0653,2.2,4.0,0.55,-0.12269999999999999,0.10619999999999999,0.07730000000000001,0.111,0.0687,0.1131,303192826000.0,0.07629999999999999,69054314000.0,56391063600.0,18.26,0.17,0.0,0.19,0.0248
AFL,6229000000.0,-0.0602,-1269000000.0,7498000000.0,0.0,-0.0196,0.0182,0.0268,-0.0225,0.217,0.0,0.1457,0.044000000000000004,0.1796,1491019.0,0.16699999999999998,0.034,428785.0,0.15,3.0,0.0,0.0,103.52,3390943,40.28,47.56,59.4,9.63,10.75,2.17,0.93,10.61,21.34,0.0479,2.99,20.87,1.68,-0.2145,0.022400000000000003,0.1739,2.32,10.0,0.58,0.1445,0.5550999999999999,0.0016,-0.0751,0.0127,-0.1144,18927000000.0,0.012,117566000000.0,56502768800.0,14.83,3.07,20.87,3.14,0.09630000000000001
BCS,318001649225.0,0.011399999999999999,-613277987361.0,931279636586.0,0.0,0.0225,-0.024700000000000003,0.0,-10.8631,0.091,0.0,0.009000000000000001,0.004,0.0704,384639.0,0.0106,0.003,92082.0,0.02,2.0,0.0,0.0,15.82,13919390,57.74,61.47,72.57,1.87,8.46,0.57,0.8,78.21,0.0,0.0,1.58,0.0,0.58,0.091,0.026699999999999998,0.0387,0.42,3.0,0.27,0.5035000000000001,0.2082,0.053099999999999994,0.1788,0.050300000000000004,0.1506,35771428571.0,0.11539999999999999,2115959637808.0,56455252000.0,7.12,2.6,0.0,30.85,0.1517
HLT,807000000.0,-0.0005,-11073000000.0,11880000000.0,0.0,0.0741,0.0851,0.025699999999999997,-0.19899999999999998,-0.42700000000000005,0.215,0.13369999999999999,0.09699999999999999,-0.4628,62409.0,0.2718,0.047,8674.0,0.7,6.0,0.0,2.46,234.09,3868772,60.95,49.03,60.49,6.33,36.98,0.0,1.35,42.49,34.84,0.0344,4.93,29.06,1.61,0.0571,0.0026,0.0,0.6,0.0,0.15,0.3195,0.0973,0.0902,0.0885,0.08990000000000001,0.0901,11296000000.0,0.052300000000000006,16043000000.0,55643193000.0,28.06,4.47,26.26,5.36,0.0282
DLR,3870891000.0,-0.0176,-14137705000.0,18008596000.0,0.0,0.0638,-0.0506,0.1073,-0.258,0.027000000000000003,0.0,0.0149,0.013000000000000001,0.0414,1411323.0,0.011000000000000001,0.0196,142725.0,0.13,3.0,0.0,0.0,161.91,2051718,65.96,51.55,55.31,1.61,101.09,2.57,2.91,122.72,57.71,0.0218,9.87,45.88,1.73,0.0668,0.0301,0.0,4.88,0.0,1.22,0.0209,0.0764,0.0975,0.0931,0.1099,0.11230000000000001,5554968000.0,0.0359,45283616000.0,54802532260.0,120.94,8.97,24.23,11.29,0.0103
SNOW,4637671000.0,0.0345,1952401000.0,2685270000.0,-0.45130000000000003,1.3522999999999998,8.3245,0.6628000000000001,0.0353,-0.35200000000000004,-0.2231,-0.1691,-0.163,-0.2086,0.0,-0.2561,-0.12960000000000002,0.0,0.46,3.0,0.0,4.64,165.4,5098300,62.13,54.11,50.54,-3.86,0.0,18.42,7.51,0.0,60.28,0.016,15.23,62.49,0.21,0.2188,0.0,0.0,0.0,0.0,0.0,0.0,0.23929999999999998,0.2268,0.2569,0.22510000000000002,0.2586,3626396000.0,0.5,9033938000.0,55246776000.0,157.73,12.24,57.56,11.81,-0.0233
CVNA,2836000000.0,-0.0161,-3210000000.0,6046000000.0,0.0,0.0155,-0.0984,0.3019,-0.059699999999999996,0.313,0.1199,-0.064,0.027999999999999997,-3.9677999999999995,785805.0,0.1381,-0.0356,12069.0,1.82,8.0,7.83,6.75,251.87,4373798,64.29,57.69,66.49,1.59,158.41,42.67,-0.13,271.31,67.99,0.015600000000000001,3.93,64.16,0.73,0.28059999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.2531,0.2096,0.24480000000000002,0.18059999999999998,0.3123,13673000000.0,2.1738999999999997,8484000000.0,53764707691.0,83.83,3.19,58.57,3.38,0.0039000000000000003
PAYX,1650100000.0,0.001,786400000.0,863700000.0,-0.1285,-0.0083,-0.0059,-0.0195,0.0148,0.44299999999999995,0.4202,0.33149999999999996,0.163,0.4336,327681.0,0.34630000000000005,0.1378,104819.0,0.51,7.0,0.0,6.18,146.76,1784774,51.6,53.79,61.97,4.8,30.66,12.89,4.87,30.04,32.55,0.030299999999999997,9.76,33.04,1.21,0.0579,0.026699999999999998,0.1011,3.92,10.0,0.98,0.0959,0.0818,0.059500000000000004,0.06570000000000001,0.0809,0.0748,5439500000.0,0.08039999999999999,11221600000.0,53063338120.0,27.56,8.9,29.83,8.77,0.032799999999999996
CSX,1147000000.0,0.033,-18468000000.0,19615000000.0,0.0,0.0527,0.0323,0.0264,-0.3497,0.258,0.1276,0.1335,0.076,0.2798,607745.0,0.11869999999999999,0.0866,137702.0,0.33,4.0,17.01,2.04,28.11,13191255,46.56,32.54,39.84,1.68,16.73,4.34,1.89,22.03,25.61,0.0527,3.7,18.97,0.37,-0.06,0.018500000000000003,0.0889,0.52,10.0,0.13,0.0801,0.0387,0.0356,-0.0089,0.0464,-0.023,14282000000.0,-0.1957,43199000000.0,52806040500.0,15.0,3.55,9.75,4.79,0.0613
MRVL,948300000.0,-0.0076,-3115500000.0,4063800000.0,0.0,-0.0368,-0.0245,0.23079999999999998,-0.0584,-0.064,-0.039599999999999996,-0.0276,-0.044000000000000004,-0.0394,0.0,-0.0412,-0.027999999999999997,0.0,0.29,5.0,3.57,4.88,60.95,17576975,51.91,36.92,45.76,-1.02,0.0,3.98,1.52,0.0,40.66,0.026000000000000002,9.26,38.42,0.61,0.6193,0.0039000000000000003,0.0,0.24,0.0,0.06,0.0,0.6496,0.1268,0.4567,0.1807,0.2836,5767300000.0,1.5416999999999998,20204500000.0,53384184960.0,21.73,6.4,31.75,6.78,-0.0166
PSA,287177000.0,0.0076,-9137381000.0,9424558000.0,0.0,0.0819,0.0393,0.3105,-0.1734,0.184,0.0,0.1174,0.09,0.22460000000000002,761545.0,0.1155,0.1288,285759.0,0.24,4.0,0.0,0.0,300.0,905029,57.39,48.85,49.9,10.07,29.82,5.51,11.36,34.91,24.88,0.0472,11.16,21.21,4.06,0.07730000000000001,0.04,0.0,12.0,0.0,3.0,0.08449999999999999,0.0206,0.028399999999999998,0.0124,0.04019999999999999,0.0178,4721580000.0,0.0074,19615446000.0,52709300160.0,28.85,10.87,16.64,12.76,0.0336
MFC,18622139326.0,0.071,8396534805.0,10225604521.0,0.53,0.0608,0.1117,0.0146,0.15839999999999999,0.10300000000000001,0.0,0.08460000000000001,0.005,0.081,654531.0,0.1099,0.0046,88090.0,0.04,5.0,0.0,0.0,30.84,3216549,58.24,55.13,67.44,1.97,15.61,1.44,0.9,12.66,2.33,0.361,2.02,2.77,0.99,3.8201,0.0393,0.0941,1.2,10.0,0.31,0.0885,0.0,0.2377,0.3515,0.0564,0.0,26181250000.0,0.4143,706800774376.0,52996093350.0,7.37,0.0,2.77,0.0,0.0665
AMX,5111067084.0,0.0,-26763707000.0,31874774084.0,0.0,0.18030000000000002,-0.1598,0.0,-0.5106,0.20600000000000002,-0.0178,0.1128,0.048,0.3176,273246.0,0.11630000000000001,0.0572,25486.0,0.51,6.0,10.48,1.82,17.17,2156390,72.66,63.93,51.16,0.47,36.45,2.81,0.24,17.64,12.53,0.12050000000000001,1.09,8.3,0.32,-0.0581,0.029500000000000002,-0.0362,0.51,0.0,0.24,0.0746,0.0998,0.0506,0.1035,0.0562,0.15380000000000002,48113964858.0,0.28,79665057427.0,52412775000.0,9.88,0.05,4.15,0.08,0.08560000000000001
TRP,578024254.0,-0.1797,-42262160339.0,42840184593.0,0.0,0.0401,-0.060700000000000004,0.0354,-0.8066,0.155,0.0833,0.0496,0.036000000000000004,0.091,1279015.0,0.0616,0.0252,426679.0,0.11,6.0,6.1,0.79,50.01,2139783,60.31,61.25,60.47,3.08,16.4,2.63,1.76,29.67,98.04,0.0184,5.48,54.27,0.73,-0.1963,0.051500000000000004,-0.0814,2.57,0.0,0.59,0.022000000000000002,-0.1324,0.0,0.09939999999999999,0.056900000000000006,-0.1277,9563194444.0,-0.2065,85327492955.0,52395805350.0,12.55,3.51,9.43,6.34,0.060899999999999996
FCX,4811000000.0,-0.0755,-4137000000.0,8948000000.0,0.0,-0.018000000000000002,-0.050300000000000004,-0.018500000000000003,-0.079,0.109,0.0959,0.1321,0.034,0.1718,893158.0,0.1108,0.0496,66281.0,0.47,4.0,2.31,2.12,36.41,11608738,52.67,45.7,45.42,1.3,28.06,2.98,3.96,29.91,20.57,0.0524,2.06,19.07,0.24,-0.141,0.0165,0.0,0.6,0.0,0.15,0.5157,0.0194,0.0226,0.04019999999999999,0.1097,0.0814,25455000000.0,-0.25,54848000000.0,52356671000.0,19.95,1.79,7.31,1.94,0.0361
ALL,840000000.0,0.0001,-7246000000.0,8086000000.0,0.0,0.004699999999999999,0.018600000000000002,0.0404,-0.1382,0.18899999999999997,0.0,0.28300000000000003,0.035,0.07919999999999999,1232057.0,0.38170000000000004,0.016200000000000003,74094.0,0.58,6.0,0.0,0.0,197.24,2984559,51.46,53.55,64.39,14.65,13.5,2.38,2.03,15.2,6.66,0.171,0.8,5.85,2.47,0.049800000000000004,0.0203,0.047400000000000005,4.0,10.0,1.0,0.1257,-0.051100000000000007,0.0418,-0.058499999999999996,0.08130000000000001,-0.0255,65299000000.0,-0.5185,115161000000.0,52439191420.0,9.71,0.86,5.68,0.97,0.07490000000000001
MPLX,1519000000.0,-0.051100000000000007,-19691000000.0,21210000000.0,0.0,0.0404,0.0253,0.011000000000000001,-0.37729999999999997,0.321,0.12619999999999998,0.1174,0.114,0.22519999999999998,2146223.0,0.1517,0.07719999999999999,771583.0,0.32,7.0,28.34,0.0,50.86,1928651,48.02,52.75,67.33,4.21,12.13,3.84,2.05,16.76,14.7,0.09369999999999999,4.37,10.67,1.15,0.1033,0.07519999999999999,0.1186,3.83,2.0,0.96,0.0646,0.1826,0.0,0.1696,0.0409,0.1967,11933000000.0,0.17350000000000002,37511000000.0,52188910400.0,11.03,4.0,8.78,5.51,0.08220000000000001
LNG,3345000000.0,-0.0379,-22242000000.0,25587000000.0,0.0,-0.0713,-0.027999999999999997,-0.0392,-0.4325,0.667,0.12869999999999998,0.1496,0.076,0.9616,9161610.0,0.1568,0.056799999999999996,1897316.0,0.37,5.0,16.66,1.9,230.49,1288561,53.34,56.49,73.2,14.2,16.25,9.02,2.08,22.66,23.34,0.061399999999999996,3.28,16.3,3.05,0.11220000000000001,0.0087,0.1265,2.0,4.0,0.5,0.0,0.46880000000000005,0.0981,0.3283,0.1275,0.2005,15703000000.0,0.43189999999999995,43858000000.0,51432155620.0,18.71,2.54,9.54,3.63,0.0632
COIN,10382381000.0,0.0084,5848190000.0,4534191000.0,0.9738,0.0499,0.4901,1.0338,0.1144,0.29100000000000004,0.207,0.0719,0.011000000000000001,0.134,0.0,0.1365,0.0388,0.0,0.03,6.0,0.0,4.08,201.3,6210078,56.69,45.36,50.89,9.48,21.23,4.97,0.39,17.56,17.71,0.05,7.79,19.99,2.2,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.4414,0.09480000000000001,0.2898,0.051100000000000007,0.375,6564028000.0,0.3333,22541951000.0,51123248306.0,27.02,6.23,19.99,5.52,0.0504
O,444962000.0,0.0031,-25782032000.0,26226994000.0,0.0,0.1931,0.2187,0.2712,-0.5057,0.022000000000000002,0.0,0.0278,0.012,0.028399999999999998,11263124.0,0.0287,0.016,1811737.0,0.08,5.0,0.0,0.0,57.17,4302466,52.37,53.12,48.83,0.98,58.34,1.31,5.56,90.54,98.56,0.015300000000000001,9.67,65.46,1.06,0.0317,0.0555,0.0332,3.18,21.0,0.27,0.0358,0.009300000000000001,0.0,0.0371,0.0493,0.0605,5271142000.0,0.0291,68835039000.0,50982433730.0,37.78,9.24,14.27,13.92,0.0166
MET,20068000000.0,-0.009399999999999999,877000000.0,19191000000.0,-0.253,0.0179,-0.0141,0.0147,0.017,0.14800000000000002,0.0,0.07490000000000001,0.006,0.1008,1577467.0,0.09519999999999999,0.0064,93911.0,0.1,6.0,0.0,0.0,75.77,3265832,50.04,44.94,51.77,5.94,12.8,1.88,1.04,12.03,3.48,0.2823,0.73,3.54,2.0,0.0672,0.03,0.0463,2.27,10.0,0.57,0.0435,0.0679,0.0603,0.0737,0.0392,0.1425,70986000000.0,0.0929,677457000000.0,51706227042.0,8.14,0.68,3.54,0.67,0.0817
NWG,123502108304.0,0.0621,-57758889737.0,181260998041.0,0.0,-0.0378,0.0441,-0.0681,-1.1085,0.111,0.0,0.019,0.006,0.069,295954.0,0.026600000000000002,0.0036,85266.0,0.02,2.0,0.0,0.0,12.78,4226776,60.99,66.18,76.65,0.03,512.0,1.0,0.55,20.75,54.93,0.0384,2.83,26.05,0.0,0.0,0.0305,0.0,0.39,0.0,0.39,0.0,0.09210000000000002,0.039599999999999996,0.1281,0.066,0.1685,18378750000.0,0.0,940250340317.0,52103356047.0,8.1,0.0,22.14,0.0,0.1016
GWW,1036000000.0,-0.0075,-2147000000.0,3183000000.0,0.0,0.0484,0.1566,0.07519999999999999,-0.042300000000000004,0.573,0.3956,0.2766,0.22,0.56,660308.0,0.3074,0.18539999999999998,73423.0,1.98,6.0,4.55,11.48,1053.43,464461,65.06,53.5,61.4,38.71,27.19,15.11,2.34,27.7,33.68,0.031,2.95,32.31,9.49,0.0177,0.0078000000000000005,0.10220000000000001,8.2,54.0,2.05,0.0732,0.057300000000000004,0.0623,0.056799999999999996,0.0683,0.0286,17168000000.0,-0.013500000000000002,8829000000.0,50726892770.0,25.84,2.8,24.03,2.92,0.037599999999999995
WCN,249446000.0,0.0368,-8467625000.0,8717071000.0,0.0,0.1306,0.0746,0.10210000000000001,-0.16699999999999998,0.078,0.060599999999999994,0.0572,0.032,0.084,380444.0,0.0528,0.037000000000000005,26370.0,0.46,6.0,0.0,3.4,196.33,743095,55.39,62.37,65.84,2.43,80.79,6.33,1.43,94.05,49.74,0.0235,5.59,42.62,1.1,0.0709,0.0064,0.1081,1.26,10.0,0.32,0.11460000000000001,0.07980000000000001,0.0808,0.0782,0.0699,0.08529999999999999,9075113000.0,0.057699999999999994,20254497000.0,50691734920.0,35.26,5.17,22.23,6.03,0.0124
DB,219509386807.0,0.0,74092051777.0,145417335030.0,0.0,-0.2236,-0.1761,-0.1112,1.4781,0.064,0.0,0.0195,0.003,0.061,344406.0,0.022400000000000003,0.0,50393.0,0.02,2.0,0.0,0.0,26.4,2325463,65.93,71.08,83.8,1.93,13.7,0.65,3.43,0.0,0.0,-0.6552,1.62,0.0,0.0,0.0,0.029300000000000003,0.5832,0.77,3.0,0.77,0.2957,0.1379,0.0239,0.1198,0.026000000000000002,0.1435,30911458333.0,0.0,1570243297275.0,50124997877.0,9.6,1.55,0.0,0.0,0.0902
OKE,141000000.0,-0.0012,-31899000000.0,32040000000.0,0.0,0.32380000000000003,0.45630000000000004,0.1757,-0.6254,0.168,0.09519999999999999,0.08289999999999999,0.054000000000000006,0.2072,4821325.0,0.0727,0.059800000000000006,585667.0,0.45,4.0,17.69,1.39,80.93,5274084,37.48,38.78,48.93,5.12,15.94,2.39,1.58,27.34,27.11,0.06,2.04,16.68,1.24,0.7193,0.0509,0.038599999999999995,4.12,2.0,1.03,0.0191,0.298,0.07440000000000001,0.31120000000000003,0.0805,0.5764,24960000000.0,0.1376,64263000000.0,51006632520.0,13.49,1.8,9.82,2.92,0.0594
TFC,39768000000.0,0.1133,-24393000000.0,64161000000.0,0.0,0.1591,0.006500000000000001,0.015,-0.4852,0.071,0.0,0.0263,0.008,0.0584,300796.0,-0.0053,0.006999999999999999,116578.0,0.02,2.0,0.0,0.0,38.58,5510680,51.9,41.61,45.9,3.4,11.33,0.79,1.94,16.71,34.5,0.043,4.36,23.23,0.87,0.014199999999999999,0.053899999999999997,0.0,2.08,0.0,0.52,0.029300000000000003,0.1471,0.1588,0.8133,0.047599999999999996,0.0,11531000000.0,-0.0333,531176000000.0,50270699439.0,9.06,2.36,23.23,3.51,0.0889
FDX,5135000000.0,-0.006500000000000001,-31896000000.0,37031000000.0,0.0,-0.0029,-0.0129,0.0206,-0.633,0.145,0.08449999999999999,0.0616,0.046,0.1574,166002.0,0.0583,0.044800000000000006,7406.0,1.02,6.0,53.3,2.49,210.06,1367881,41.95,32.53,40.18,15.9,13.24,1.89,0.87,21.0,23.98,0.0681,0.57,14.69,6.83,0.0104,0.0263,0.09519999999999999,5.52,4.0,1.38,0.1625,0.0016,0.031200000000000002,0.0076,0.028300000000000002,0.0168,87815000000.0,0.2625,85043000000.0,50385273710.0,10.27,0.56,6.98,0.92,0.07780000000000001
NSC,1006000000.0,0.0005,-16209000000.0,17215000000.0,0.0,0.0506,-0.0209,0.0712,-0.3243,0.239,0.1259,0.1051,0.077,0.18760000000000002,617959.0,0.12240000000000001,0.064,169337.0,0.28,7.0,12.11,2.06,222.8,1084670,48.08,40.28,46.16,14.64,15.14,3.44,2.08,19.94,27.19,0.0487,4.13,20.54,2.69,-0.0113,0.0242,0.0,5.4,0.0,1.35,0.0751,0.045899999999999996,0.0463,0.0302,0.046799999999999994,0.0263,12112000000.0,0.0803,43800000000.0,49982990074.0,16.35,3.93,12.01,5.21,0.0664
ARES,2735465000.0,-0.0883,-10412502000.0,13147967000.0,0.0,0.0171,-0.1655,0.0895,-0.3181,0.188,0.0,0.0302,0.018000000000000002,0.1858,1213994.0,0.0418,0.015,137800.0,0.16,8.0,0.0,0.0,152.27,1075441,55.69,46.62,56.68,2.04,74.64,9.24,0.63,97.85,15.98,0.0825,8.43,12.13,0.96,0.32539999999999997,0.0294,0.20679999999999998,4.48,5.0,1.12,0.2211,0.4949,0.0,0.2256,0.2401,0.3094,3884781000.0,0.2,24884308000.0,32735156870.0,29.0,6.66,11.73,8.78,0.013500000000000002
FICO,146641000.0,0.0438,-2402354000.0,2548995000.0,0.0,0.1144,0.2349,0.1998,-0.0492,-0.569,0.5481,0.3682,0.331,0.39520000000000005,532666.0,0.4689,0.248,167030.0,1.06,7.0,0.0,15.85,2001.68,197838,61.98,56.0,68.35,23.22,86.21,0.0,1.93,88.86,75.71,0.0139,26.56,72.16,7.46,0.1521,0.0,0.0,0.0,0.0,0.02,0.0,0.18469999999999998,0.14679999999999999,0.1779,0.1557,0.1778,1840361000.0,0.215,1835753000.0,48877222408.0,60.31,22.44,68.97,23.55,0.0118
SRE,1589000000.0,0.0432,-34259000000.0,35848000000.0,0.0,0.133,0.1536,0.0679,-0.7034999999999999,0.094,0.0478,0.04019999999999999,0.03,0.09939999999999999,433988.0,0.040999999999999995,0.0334,92722.0,0.14,5.0,13.63,0.97,74.7,3277867,59.1,45.83,47.63,4.42,16.9,1.56,1.97,29.45,0.0,-0.0092,3.69,0.0,1.33,0.0797,0.0345,0.0416,2.58,10.0,0.65,0.044800000000000006,0.0907,0.061399999999999996,0.16219999999999998,0.0449,0.0898,13185000000.0,-0.0075,96155000000.0,48697901100.0,15.85,3.1,23.49,5.29,0.057800000000000004
BDX,830000000.0,-0.0672,-17928000000.0,18758000000.0,0.0,0.024900000000000002,0.16440000000000002,-0.0068000000000000005,-0.36829999999999996,0.067,0.0537,0.0429,0.031,0.061,282740.0,0.048499999999999995,0.0282,23658.0,0.37,6.0,3.16,1.96,169.54,13144358,21.66,22.72,30.72,5.94,28.54,1.93,0.95,38.57,22.69,0.0603,2.36,16.58,3.28,0.0605,0.0245,0.0824,4.16,53.0,1.04,0.058499999999999996,0.1128,0.057999999999999996,0.09269999999999999,0.049800000000000004,0.07200000000000001,20640000000.0,0.0347,54665000000.0,48680867900.0,11.59,2.19,13.34,2.99,0.0355
AXON,986349000.0,0.0013,264677000.0,721672000.0,-0.5660000000000001,2.2806,0.0155,0.0,0.0055000000000000005,0.184,0.1097,-0.0085,0.095,0.073,0.0,0.019,0.036000000000000004,0.0,0.53,5.0,3.14,14.88,621.1,448658,64.31,58.78,70.6,4.8,129.17,20.8,2.86,127.71,146.12,0.0068000000000000005,23.25,146.92,1.25,0.2712,0.0,0.0,0.0,0.0,0.0,0.0,0.28559999999999997,0.0,0.2802,0.2224,0.2924,2082526000.0,0.087,4474588000.0,48414511871.0,99.92,18.18,118.57,18.08,0.0078000000000000005
ALC,1829000000.0,0.0031,-3311000000.0,5140000000.0,0.0,0.0464,-0.001,0.061200000000000004,-0.0693,0.048,0.0516,0.018500000000000003,0.034,0.021,387164.0,0.0406,0.0148,39767.0,0.33,8.0,1.92,0.0,96.17,766319,60.94,57.74,59.64,2.05,47.13,2.22,2.81,50.21,31.87,0.0336,4.82,29.8,0.76,0.0311,0.0034999999999999996,0.2792,0.34,4.0,0.34,0.0,0.0557,0.067,0.0611,0.0716,0.0321,9911000000.0,-0.0256,30347000000.0,47803090000.0,28.99,4.57,23.02,4.89,0.0213
PWR,741960000.0,-0.10550000000000001,-3736997000.0,4478957000.0,0.0,0.0382,0.0034000000000000002,0.2202,-0.0786,0.133,0.11,0.0724,0.052000000000000005,0.11359999999999999,405356.0,0.084,0.048,15494.0,1.37,3.0,92.52,4.57,321.9,3288282,73.31,57.82,64.2,6.03,53.23,6.5,1.89,56.68,34.72,0.0311,2.01,32.19,1.67,0.16449999999999998,0.0012,0.1176,0.4,0.0,0.1,0.1612,0.18760000000000002,0.1195,0.1467,0.09480000000000001,0.17989999999999998,23672795000.0,0.1844,18683894000.0,47546782160.0,31.21,1.75,22.85,1.89,0.019
KR,3959000000.0,-0.1578,-21123000000.0,25082000000.0,0.0,0.0706,0.3032,0.0344,-0.44189999999999996,0.231,0.1032,0.08779999999999999,0.049,0.2198,0.0,0.0922,0.045,0.0,2.7,6.0,16.08,4.43,72.18,5496512,62.66,76.75,74.77,3.67,19.69,5.77,1.73,25.86,32.0,0.0451,0.32,22.19,1.54,-0.0022,0.0177,0.10339999999999999,1.28,10.0,0.32,0.1487,0.029500000000000002,0.029300000000000003,0.047,0.027000000000000003,-0.040999999999999995,147123000000.0,0.07690000000000001,52616000000.0,47795854080.0,14.98,0.31,8.25,0.45,0.0558
JD,33085812200.0,0.020099999999999996,20780397533.0,12305414668.0,0.17309999999999998,0.38020000000000004,0.3118,0.3675,0.4314,0.182,-0.0344,0.0575,0.064,0.1354,0.0,0.1009,0.051,0.0,1.79,6.0,12.39,2.75,32.85,6775950,35.12,39.29,45.59,3.68,8.92,1.47,1.27,4.84,4.15,0.1371,0.3,7.29,1.02,0.0526,0.0298,0.2895,0.98,1.0,0.98,0.0,0.0946,0.049800000000000004,0.09849999999999999,0.0583,0.1321,158742328767.0,0.3077,95714050720.0,48173844960.0,1.38,0.04,6.05,0.02,0.1176
AIG,1302000000.0,-0.11259999999999999,-7620000000.0,8922000000.0,0.0,-0.3337,-0.1588,-0.2407,-0.16149999999999998,-0.033,0.0,0.0552,-0.005,0.0682,1081389.0,0.0,0.0054,-56587.0,0.11,5.0,0.0,0.0,80.84,5974414,46.99,56.6,59.8,-2.17,20.03,1.11,0.85,0.0,16.75,0.0694,1.73,14.42,1.01,-0.4816,0.019799999999999998,0.11109999999999999,1.6,2.0,0.4,0.045599999999999995,0.050499999999999996,0.0446,-0.021099999999999997,0.0506,-0.018500000000000003,27251000000.0,-0.4294,161322000000.0,47192209320.0,12.98,1.73,14.42,2.01,-0.0302
PCAR,9839600000.0,0.0242,-6055400000.0,15895000000.0,0.0,0.1507,0.1167,0.0721,-0.1285,0.235,0.165,0.11539999999999999,0.099,0.214,1118399.0,0.1293,0.086,138272.0,0.8,4.0,10.55,3.13,89.78,2939616,44.15,34.15,47.53,7.9,11.36,2.69,1.96,12.78,18.37,0.061399999999999996,1.4,16.28,1.59,-0.1293,0.0441,-0.0812,3.96,0.0,0.33,0.1066,0.024300000000000002,0.0209,-0.0805,0.115,-0.1158,33663800000.0,-0.29960000000000003,43418900000.0,47139162910.0,10.99,1.39,10.16,1.56,0.0883
EXC,898000000.0,0.0124,-45751000000.0,46649000000.0,0.0,-0.0816,0.06,0.043,-0.9712999999999999,0.09300000000000001,0.0467,0.0412,0.023,0.0774,1150595.0,0.054000000000000006,0.0196,122914.0,0.22,6.0,18.29,0.77,46.6,5627676,55.75,73.36,64.54,2.45,19.07,1.75,2.27,37.75,0.0,-0.032400000000000005,2.05,0.0,0.88,0.0889,0.034300000000000004,0.0541,1.6,3.0,0.4,0.0795,-0.0138,0.034,0.0495,0.0337,0.0516,23028000000.0,0.29410000000000003,107784000000.0,47105136400.0,16.96,1.97,8.46,3.88,0.052199999999999996
RBLX,2409545000.0,0.0308,733123000.0,1676422000.0,0.3532,0.1234,0.0151,0.0,0.0158,-6.19,-0.2535,-0.20620000000000002,-0.14,-3.0432,1455933.0,-0.5603,-0.1722,-378086.0,0.54,4.0,0.0,3.33,69.0,21620695,70.93,62.65,62.25,-1.44,0.0,209.91,8.18,0.0,71.19,0.0138,12.91,72.33,-0.4,0.2341,0.0,0.0,0.0,0.0,0.0,0.0,0.3329,0.2141,0.48700000000000004,0.19870000000000002,0.4539,3601979000.0,0.0,7175003000.0,46484109928.0,192.31,8.65,56.53,8.52,-0.020099999999999996
